setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	89	-0.888043302238069	-2.3667879968384	7.40931345895537e-15	4.6160022849292e-12	4.58207542856451e-12	1917	tags=83%, list=8%, signal=77%	ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000071644/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025967/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000037742/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	116	-0.846385610788033	-2.32462778608794	3.84881576773241e-15	4.6160022849292e-12	4.58207542856451e-12	1917	tags=71%, list=8%, signal=65%	ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000031029/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000028156/ENSMUSG00000039221/ENSMUSG00000059796/ENSMUSG00000022336/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000070319/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000022283/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000022884/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000022312/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000058655/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000074656/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000027170/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	108	-0.845966953759152	-2.30829702652121	5.89482507190672e-14	2.44831734653192e-11	2.43032261736505e-11	1917	tags=69%, list=8%, signal=64%	ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000074129/ENSMUSG00000054408/ENSMUSG00000032042/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000024516/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000027828/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_SELENOAMINO_ACID_METABOLISM	113	-0.837976475654698	-2.29390805911806	1.04345834190829e-13	3.25037273504432e-11	3.22648303090063e-11	2090	tags=69%, list=9%, signal=63%	ENSMUSG00000031584/ENSMUSG00000008668/ENSMUSG00000003429/ENSMUSG00000027597/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000028029/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000026986/ENSMUSG00000028032/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000031948/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	111	-0.829268891333586	-2.26201069973727	1.4710923644229e-12	3.66596217214186e-10	3.63901795409875e-10	2164	tags=72%, list=9%, signal=66%	ENSMUSG00000028609/ENSMUSG00000020495/ENSMUSG00000020349/ENSMUSG00000008668/ENSMUSG00000071723/ENSMUSG00000001415/ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000022283/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000007564/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000002210/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	97	-0.821372263964603	-2.21589642839516	3.97045295085626e-11	8.2453072946115e-09	8.18470564430895e-09	1917	tags=75%, list=8%, signal=69%	ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000024423/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000074656/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	166	-0.728420130186915	-2.08357229274916	3.03903671269405e-10	5.4094853485954e-08	5.36972652242933e-08	2047	tags=52%, list=9%, signal=48%	ENSMUSG00000008668/ENSMUSG00000071723/ENSMUSG00000003429/ENSMUSG00000021024/ENSMUSG00000048758/ENSMUSG00000042541/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000021737/ENSMUSG00000074129/ENSMUSG00000026914/ENSMUSG00000038900/ENSMUSG00000025487/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000022283/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000025223/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000027566/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000026750/ENSMUSG00000063457/ENSMUSG00000018286/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000052516/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000022400/ENSMUSG00000022883/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	29	0.947258517076322	2.23266138451118	6.01544793545075e-10	9.36906015946455e-08	9.30019911072978e-08	154	tags=17%, list=1%, signal=17%	ENSMUSG00000073418/ENSMUSG00000036887/ENSMUSG00000036905/ENSMUSG00000036896/ENSMUSG00000024164
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	151	-0.739308035594547	-2.09804819339664	7.03612894478668e-10	9.74112962800467e-08	9.66953392997e-08	2659	tags=60%, list=11%, signal=53%	ENSMUSG00000041658/ENSMUSG00000004285/ENSMUSG00000035992/ENSMUSG00000024142/ENSMUSG00000037563/ENSMUSG00000049751/ENSMUSG00000005102/ENSMUSG00000030298/ENSMUSG00000039347/ENSMUSG00000028646/ENSMUSG00000008668/ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000024121/ENSMUSG00000053684/ENSMUSG00000039221/ENSMUSG00000025583/ENSMUSG00000019210/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000079614/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000024423/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000074656/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000006021/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
REACTOME_RRNA_PROCESSING	196	-0.703106669500948	-2.0565474190941	1.37828485347002e-09	1.71734292742365e-07	1.70472073981819e-07	2597	tags=49%, list=11%, signal=44%	ENSMUSG00000041747/ENSMUSG00000029557/ENSMUSG00000020075/ENSMUSG00000061032/ENSMUSG00000034259/ENSMUSG00000027433/ENSMUSG00000037563/ENSMUSG00000018040/ENSMUSG00000036693/ENSMUSG00000049751/ENSMUSG00000003848/ENSMUSG00000023156/ENSMUSG00000024785/ENSMUSG00000008668/ENSMUSG00000019814/ENSMUSG00000003429/ENSMUSG00000048758/ENSMUSG00000032288/ENSMUSG00000020677/ENSMUSG00000024608/ENSMUSG00000062997/ENSMUSG00000057841/ENSMUSG00000040952/ENSMUSG00000009927/ENSMUSG00000039221/ENSMUSG00000042354/ENSMUSG00000004268/ENSMUSG00000074129/ENSMUSG00000038900/ENSMUSG00000012848/ENSMUSG00000008683/ENSMUSG00000057788/ENSMUSG00000001056/ENSMUSG00000098274/ENSMUSG00000052146/ENSMUSG00000047215/ENSMUSG00000063316/ENSMUSG00000025290/ENSMUSG00000062006/ENSMUSG00000038274/ENSMUSG00000017264/ENSMUSG00000067288/ENSMUSG00000062328/ENSMUSG00000038299/ENSMUSG00000017404/ENSMUSG00000057863/ENSMUSG00000062647/ENSMUSG00000028234/ENSMUSG00000030744/ENSMUSG00000090862/ENSMUSG00000057322/ENSMUSG00000058558/ENSMUSG00000046330/ENSMUSG00000049517/ENSMUSG00000047675/ENSMUSG00000043716/ENSMUSG00000000581/ENSMUSG00000059291/ENSMUSG00000008682/ENSMUSG00000029614/ENSMUSG00000067274/ENSMUSG00000000740/ENSMUSG00000041453/ENSMUSG00000030942/ENSMUSG00000025794/ENSMUSG00000063457/ENSMUSG00000026234/ENSMUSG00000079435/ENSMUSG00000003970/ENSMUSG00000090137/ENSMUSG00000025362/ENSMUSG00000025508/ENSMUSG00000046364/ENSMUSG00000079641/ENSMUSG00000061477/ENSMUSG00000028495/ENSMUSG00000061787/ENSMUSG00000032399/ENSMUSG00000028081/ENSMUSG00000031320/ENSMUSG00000045128/ENSMUSG00000060036/ENSMUSG00000058600/ENSMUSG00000060636/ENSMUSG00000061983/ENSMUSG00000060938/ENSMUSG00000007892/ENSMUSG00000058546/ENSMUSG00000034892/ENSMUSG00000032518/ENSMUSG00000028936/ENSMUSG00000030432/ENSMUSG00000071415/ENSMUSG00000041841/ENSMUSG00000006333/ENSMUSG00000020460/ENSMUSG00000039001
