setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
KEGG_RIBOSOME	84	-0.761258522117633	-2.92568912826201	1.42943407111268e-21	2.63015869084734e-19	2.18176779275094e-19	3370	tags=64%, list=14%, signal=56%	ENSMUSG00000079435/ENSMUSG00000067274/ENSMUSG00000057841/ENSMUSG00000046330/ENSMUSG00000038274/ENSMUSG00000090137/ENSMUSG00000061983/ENSMUSG00000041841/ENSMUSG00000028495/ENSMUSG00000000740/ENSMUSG00000008683/ENSMUSG00000037563/ENSMUSG00000032518/ENSMUSG00000030432/ENSMUSG00000073702/ENSMUSG00000028936/ENSMUSG00000003970/ENSMUSG00000061787/ENSMUSG00000049517/ENSMUSG00000074129/ENSMUSG00000045128/ENSMUSG00000060636/ENSMUSG00000079641/ENSMUSG00000052146/ENSMUSG00000029614/ENSMUSG00000028234/ENSMUSG00000062328/ENSMUSG00000041453/ENSMUSG00000060938/ENSMUSG00000047215/ENSMUSG00000043716/ENSMUSG00000009927/ENSMUSG00000062006/ENSMUSG00000090862/ENSMUSG00000047675/ENSMUSG00000006333/ENSMUSG00000098274/ENSMUSG00000025290/ENSMUSG00000039001/ENSMUSG00000008668/ENSMUSG00000044533/ENSMUSG00000071415/ENSMUSG00000058546/ENSMUSG00000090733/ENSMUSG00000063457/ENSMUSG00000058600/ENSMUSG00000032399/ENSMUSG00000031320/ENSMUSG00000028081/ENSMUSG00000020460/ENSMUSG00000060036/ENSMUSG00000030744/ENSMUSG00000040952/ENSMUSG00000008682
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	61	0.562456099621168	2.06210382816255	1.45742164161515e-05	0.000893885273523958	0.00074149522117262	4327	tags=36%, list=17%, signal=30%	ENSMUSG00000073411/ENSMUSG00000060802/ENSMUSG00000067212/ENSMUSG00000021939/ENSMUSG00000024610/ENSMUSG00000060550/ENSMUSG00000015656/ENSMUSG00000038642/ENSMUSG00000021270/ENSMUSG00000031838/ENSMUSG00000091705/ENSMUSG00000025958/ENSMUSG00000016206/ENSMUSG00000024339/ENSMUSG00000026864/ENSMUSG00000057439/ENSMUSG00000091971/ENSMUSG00000005774/ENSMUSG00000036594/ENSMUSG00000067235/ENSMUSG00000020361/ENSMUSG00000021190
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	89	0.505873019281038	1.9566564869841	1.04299954528876e-05	0.000893885273523958	0.00074149522117262	4530	tags=38%, list=18%, signal=31%	ENSMUSG00000034855/ENSMUSG00000018930/ENSMUSG00000029304/ENSMUSG00000035042/ENSMUSG00000000982/ENSMUSG00000027995/ENSMUSG00000025498/ENSMUSG00000026104/ENSMUSG00000044827/ENSMUSG00000032508/ENSMUSG00000051439/ENSMUSG00000052684/ENSMUSG00000021277/ENSMUSG00000025139/ENSMUSG00000029417/ENSMUSG00000019699/ENSMUSG00000028284/ENSMUSG00000046709/ENSMUSG00000039936/ENSMUSG00000059883/ENSMUSG00000024401/ENSMUSG00000024235/ENSMUSG00000027398/ENSMUSG00000024927/ENSMUSG00000044583/ENSMUSG00000018932/ENSMUSG00000033352/ENSMUSG00000056130/ENSMUSG00000027164/ENSMUSG00000035027/ENSMUSG00000032041/ENSMUSG00000025199/ENSMUSG00000060183/ENSMUSG00000022901
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	92	0.470996297599376	1.84777882095016	0.000172230465427731	0.00792260140967561	0.00657195197026867	6650	tags=49%, list=27%, signal=36%	ENSMUSG00000073418/ENSMUSG00000036905/ENSMUSG00000036896/ENSMUSG00000036887/ENSMUSG00000091405/ENSMUSG00000059089/ENSMUSG00000026656/ENSMUSG00000060981/ENSMUSG00000024164/ENSMUSG00000061615/ENSMUSG00000064220/ENSMUSG00000099517/ENSMUSG00000015083/ENSMUSG00000060032/ENSMUSG00000024401/ENSMUSG00000067455/ENSMUSG00000069272/ENSMUSG00000096010/ENSMUSG00000075031/ENSMUSG00000069267/ENSMUSG00000081058/ENSMUSG00000060093/ENSMUSG00000100210/ENSMUSG00000069305/ENSMUSG00000049932/ENSMUSG00000080712/ENSMUSG00000036594/ENSMUSG00000069306/ENSMUSG00000006457/ENSMUSG00000022901/ENSMUSG00000114279/ENSMUSG00000047246/ENSMUSG00000037649/ENSMUSG00000050799/ENSMUSG00000029656/ENSMUSG00000060678/ENSMUSG00000073421/ENSMUSG00000068854/ENSMUSG00000020125/ENSMUSG00000024334/ENSMUSG00000061482/ENSMUSG00000052374/ENSMUSG00000035031/ENSMUSG00000099583/ENSMUSG00000060586
KEGG_OXIDATIVE_PHOSPHORYLATION	126	0.421961448434302	1.73060250473568	0.000218294832325198	0.00803324982956729	0.00666373698676921	3697	tags=33%, list=15%, signal=29%	ENSMUSG00000000088/ENSMUSG00000026260/ENSMUSG00000022551/ENSMUSG00000024403/ENSMUSG00000003072/ENSMUSG00000040280/ENSMUSG00000037916/ENSMUSG00000026895/ENSMUSG00000020163/ENSMUSG00000064368/ENSMUSG00000006273/ENSMUSG00000024038/ENSMUSG00000019087/ENSMUSG00000024099/ENSMUSG00000038690/ENSMUSG00000025651/ENSMUSG00000041697/ENSMUSG00000040018/ENSMUSG00000021606/ENSMUSG00000052459/ENSMUSG00000058076/ENSMUSG00000030647/ENSMUSG00000037152/ENSMUSG00000041881/ENSMUSG00000019302/ENSMUSG00000026032/ENSMUSG00000038462/ENSMUSG00000064357/ENSMUSG00000035885/ENSMUSG00000018770/ENSMUSG00000020153/ENSMUSG00000020544/ENSMUSG00000061518/ENSMUSG00000006057/ENSMUSG00000024121/ENSMUSG00000002379/ENSMUSG00000027673/ENSMUSG00000022450/ENSMUSG00000064360/ENSMUSG00000032330/ENSMUSG00000071014/ENSMUSG00000064354
KEGG_PARKINSONS_DISEASE	124	0.410370189001643	1.68333276445897	0.000447933912749138	0.0137366399909736	0.0113948100611623	3697	tags=35%, list=15%, signal=30%	ENSMUSG00000000088/ENSMUSG00000026260/ENSMUSG00000000214/ENSMUSG00000022551/ENSMUSG00000003072/ENSMUSG00000040280/ENSMUSG00000037916/ENSMUSG00000026895/ENSMUSG00000020163/ENSMUSG00000064368/ENSMUSG00000024038/ENSMUSG00000028277/ENSMUSG00000063694/ENSMUSG00000028756/ENSMUSG00000024099/ENSMUSG00000025651/ENSMUSG00000041697/ENSMUSG00000025094/ENSMUSG00000027078/ENSMUSG00000019505/ENSMUSG00000021606/ENSMUSG00000058076/ENSMUSG00000030647/ENSMUSG00000037152/ENSMUSG00000041881/ENSMUSG00000026032/ENSMUSG00000038462/ENSMUSG00000064357/ENSMUSG00000035885/ENSMUSG00000018770/ENSMUSG00000020153/ENSMUSG00000061518/ENSMUSG00000006057/ENSMUSG00000031633/ENSMUSG00000021609/ENSMUSG00000027673/ENSMUSG00000069041/ENSMUSG00000038965/ENSMUSG00000022450/ENSMUSG00000064360/ENSMUSG00000032330/ENSMUSG00000071014/ENSMUSG00000064354
KEGG_HISTIDINE_METABOLISM	29	-0.5950261223968	-1.84778603192939	0.000861612876583894	0.0198170961614296	0.016438666724298	2001	tags=41%, list=8%, signal=38%	ENSMUSG00000005378/ENSMUSG00000019102/ENSMUSG00000025037/ENSMUSG00000020182/ENSMUSG00000027360/ENSMUSG00000024885/ENSMUSG00000001155/ENSMUSG00000026687/ENSMUSG00000029811/ENSMUSG00000056162/ENSMUSG00000026986/ENSMUSG00000020774
KEGG_HUNTINGTONS_DISEASE	172	0.370696966775881	1.56787742111589	0.000784306276059417	0.0198170961614296	0.016438666724298	4059	tags=28%, list=16%, signal=24%	ENSMUSG00000005198/ENSMUSG00000000088/ENSMUSG00000026260/ENSMUSG00000039943/ENSMUSG00000022551/ENSMUSG00000003072/ENSMUSG00000040280/ENSMUSG00000047547/ENSMUSG00000037916/ENSMUSG00000026895/ENSMUSG00000020163/ENSMUSG00000024038/ENSMUSG00000031865/ENSMUSG00000024960/ENSMUSG00000063694/ENSMUSG00000024099/ENSMUSG00000025651/ENSMUSG00000026959/ENSMUSG00000041697/ENSMUSG00000021606/ENSMUSG00000058076/ENSMUSG00000030647/ENSMUSG00000037152/ENSMUSG00000002957/ENSMUSG00000041881/ENSMUSG00000026032/ENSMUSG00000038462/ENSMUSG00000064357/ENSMUSG00000035885/ENSMUSG00000025958/ENSMUSG00000018770/ENSMUSG00000020153/ENSMUSG00000061518/ENSMUSG00000006057/ENSMUSG00000031633/ENSMUSG00000027673/ENSMUSG00000069041/ENSMUSG00000054321/ENSMUSG00000059552/ENSMUSG00000035152/ENSMUSG00000006930/ENSMUSG00000022450/ENSMUSG00000032330/ENSMUSG00000071014/ENSMUSG00000064354/ENSMUSG00000039117/ENSMUSG00000021771/ENSMUSG00000024639
KEGG_PATHWAYS_IN_CANCER	324	0.311094777523959	1.42494341566723	0.00134008639171129	0.0273973217860976	0.0227266113214196	3814	tags=27%, list=15%, signal=23%	ENSMUSG00000022101/ENSMUSG00000023067/ENSMUSG00000057367/ENSMUSG00000024962/ENSMUSG00000022607/ENSMUSG00000018209/ENSMUSG00000030110/ENSMUSG00000026104/ENSMUSG00000037225/ENSMUSG00000049551/ENSMUSG00000020919/ENSMUSG00000022757/ENSMUSG00000017386/ENSMUSG00000021974/ENSMUSG00000028072/ENSMUSG00000042817/ENSMUSG00000031074/ENSMUSG00000031565/ENSMUSG00000021270/ENSMUSG00000024515/ENSMUSG00000052684/ENSMUSG00000021466/ENSMUSG00000048402/ENSMUSG00000027985/ENSMUSG00000024096/ENSMUSG00000046532/ENSMUSG00000004934/ENSMUSG00000059923/ENSMUSG00000066687/ENSMUSG00000055799/ENSMUSG00000050965/ENSMUSG00000022382/ENSMUSG00000063694/ENSMUSG00000004451/ENSMUSG00000021277/ENSMUSG00000003233/ENSMUSG00000004043/ENSMUSG00000032405/ENSMUSG00000002068/ENSMUSG00000029071/ENSMUSG00000036585/ENSMUSG00000006134/ENSMUSG00000020053/ENSMUSG00000062312/ENSMUSG00000019699/ENSMUSG00000070348/ENSMUSG00000022996/ENSMUSG00000046709/ENSMUSG00000027111/ENSMUSG00000039936/ENSMUSG00000031740/ENSMUSG00000024985/ENSMUSG00000031230/ENSMUSG00000034957/ENSMUSG00000002633/ENSMUSG00000033276/ENSMUSG00000028212/ENSMUSG00000034664/ENSMUSG00000024241/ENSMUSG00000024927/ENSMUSG00000048701/ENSMUSG00000056234/ENSMUSG00000027840/ENSMUSG00000026430/ENSMUSG00000018486/ENSMUSG00000024140/ENSMUSG00000022105/ENSMUSG00000025499/ENSMUSG00000025225/ENSMUSG00000007659/ENSMUSG00000022346/ENSMUSG00000004791/ENSMUSG00000019846/ENSMUSG00000059552/ENSMUSG00000009376/ENSMUSG00000024231/ENSMUSG00000057329/ENSMUSG00000058709/ENSMUSG00000054252/ENSMUSG00000005370/ENSMUSG00000027164/ENSMUSG00000081683/ENSMUSG00000026526/ENSMUSG00000001507/ENSMUSG00000026193/ENSMUSG00000024151/ENSMUSG00000028044/ENSMUSG00000035027
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	54	0.48037501290209	1.70464117689855	0.00165402360150009	0.0304340342676016	0.0252456233913171	4925	tags=43%, list=20%, signal=34%	ENSMUSG00000032294/ENSMUSG00000060600/ENSMUSG00000027452/ENSMUSG00000011752/ENSMUSG00000062070/ENSMUSG00000063524/ENSMUSG00000017390/ENSMUSG00000033065/ENSMUSG00000055301/ENSMUSG00000057666/ENSMUSG00000025791/ENSMUSG00000030246/ENSMUSG00000025877/ENSMUSG00000037263/ENSMUSG00000020475/ENSMUSG00000053644/ENSMUSG00000000628/ENSMUSG00000041237/ENSMUSG00000038871/ENSMUSG00000027513/ENSMUSG00000030695/ENSMUSG00000000168/ENSMUSG00000020277
KEGG_ALZHEIMERS_DISEASE	160	0.360974915288969	1.50755611301134	0.00193676543510685	0.0323968036417873	0.0268737787646405	3697	tags=30%, list=15%, signal=26%	ENSMUSG00000000088/ENSMUSG00000026260/ENSMUSG00000039943/ENSMUSG00000022551/ENSMUSG00000003072/ENSMUSG00000040249/ENSMUSG00000040280/ENSMUSG00000037916/ENSMUSG00000030287/ENSMUSG00000026895/ENSMUSG00000020163/ENSMUSG00000002771/ENSMUSG00000029361/ENSMUSG00000024038/ENSMUSG00000024960/ENSMUSG00000063694/ENSMUSG00000002985/ENSMUSG00000052593/ENSMUSG00000024099/ENSMUSG00000025651/ENSMUSG00000026959/ENSMUSG00000041697/ENSMUSG00000021606/ENSMUSG00000058076/ENSMUSG00000030647/ENSMUSG00000037152/ENSMUSG00000014077/ENSMUSG00000041881/ENSMUSG00000057666/ENSMUSG00000026032/ENSMUSG00000051331/ENSMUSG00000038462/ENSMUSG00000064357/ENSMUSG00000035885/ENSMUSG00000024401/ENSMUSG00000027398/ENSMUSG00000018770/ENSMUSG00000020153/ENSMUSG00000061518/ENSMUSG00000006057/ENSMUSG00000027673/ENSMUSG00000020734/ENSMUSG00000026407/ENSMUSG00000022450/ENSMUSG00000025260/ENSMUSG00000032330/ENSMUSG00000071014/ENSMUSG00000064354
